"SNP","Lab_name","best_measure","best_P","best_OR_Beta","catalog_assoc_SNP","catalog_assoc_gene","CHR","MapInfo","gene","rsID","cases","eh_case","el_case","Mutation","MAF_W","mean_Beta","mean_P","median_Beta","median_P","first_Beta","first_P","min_Beta","min_P","max_Beta","max_P","ever_low_OR","ever_low_P","ever_high_OR","ever_high_P","Lab_cat","Lab_full_name","lab_name","cID","SNP","PUBMEDID","Study","Disease_Trait","Initial_Sample_Size","Replication_Sample_Size","Region","Chr","Chr_pos","Reported_Gene","Mapped_gene","Upstream_gene_id","Downstream_gene_id","Strongest_SNP","SNPs","Snp_id_current","Context","Intergenic","Risk_Allele_Frequency","p_value","Pvalue_mog","p_value_text","OR_or_beta_text","OR_or_beta","CI_95","Platform","CNV","tID","Date_Added_to_Catalog","continuous_trait","GWS"
"rs4420638","LDL-C","mean",2.22e-21,4.607,"Alzheimer's disease (age of onset) || Alzheimer's disease || C-reactive protein || LDL cholesterol || HDL cholesterol || Alzheimer's disease (late onset) || Quantitative traits (CRP) || Age-related macular degeneration || Cholesterol, total || Quantitative traits (TC) || Lipoprotein-associated phospholipase A2 activity and mass (activity) || Cognitive decline || Triglycerides (LDL) || Lipid traits (LDL-C) || Quantitative traits (TG) || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Longevity",NULL,19,45422946,"","rs4420638",13200,6133,0,"",0.18010000,4.607,2.22e-21,4.581,3.181e-20,4.877,0.000000000000007671,4.106,8.438e-16,5.244,0.00000000000001636,1.00,1,1.27,0.0000000000003103,"Lipids","LDL CHOLESTEROL CALC","LDL-C",12907,"rs4420638",20686565,"Biological, clinical and population relevance of 95 loci for blood lipids.","LDL cholesterol","Up to 95,454 European descent individuals",NULL,"19q13.32",19,45422946,"APOE,APOC1,APOC2","APOC1",NULL,NULL,"rs4420638-G","rs4420638",4420638,"nearGene-3",0,0.17,9E-147,146.046,"",7.14,7.14,"[6.57-7.71] mg/dL increase","Affymetrix, Illumina & Perlegen [~2.6 million] (imputed)","N",1305,"2012-01-25",1,1
"rs4420638","LDL-C","mean",2.22e-21,4.607,"Alzheimer's disease (age of onset) || Alzheimer's disease || C-reactive protein || LDL cholesterol || HDL cholesterol || Alzheimer's disease (late onset) || Quantitative traits (CRP) || Age-related macular degeneration || Cholesterol, total || Quantitative traits (TC) || Lipoprotein-associated phospholipase A2 activity and mass (activity) || Cognitive decline || Triglycerides (LDL) || Lipid traits (LDL-C) || Quantitative traits (TG) || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Longevity",NULL,19,45422946,"","rs4420638",13200,6133,0,"",0.18010000,4.607,2.22e-21,4.581,3.181e-20,4.877,0.000000000000007671,4.106,8.438e-16,5.244,0.00000000000001636,1.00,1,1.27,0.0000000000003103,"Lipids","LDL CHOLESTEROL CALC","LDL-C",15716,"rs4420638",19060906,"Common variants at 30 loci contribute to polygenic dyslipidemia.","LDL cholesterol","19,840 individuals","Up to 20,623 individuals","19q13.32",19,45422946,"APOE, APOC1, APOC4, APOC2","APOC1",NULL,NULL,"rs4420638-G","rs4420638",4420638,"nearGene-3",0,0.16,4E-27,26.3979,"",.29,0.29,"[0.17-0.41] s.d. increase","Affymetrix and Illumina [~2,600,000] (imputed)","N",1305,"2009-01-12",1,1
"rs4420638","LDL-C","mean",2.22e-21,4.607,"Alzheimer's disease (age of onset) || Alzheimer's disease || C-reactive protein || LDL cholesterol || HDL cholesterol || Alzheimer's disease (late onset) || Quantitative traits (CRP) || Age-related macular degeneration || Cholesterol, total || Quantitative traits (TC) || Lipoprotein-associated phospholipase A2 activity and mass (activity) || Cognitive decline || Triglycerides (LDL) || Lipid traits (LDL-C) || Quantitative traits (TG) || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Longevity",NULL,19,45422946,"","rs4420638",13200,6133,0,"",0.18010000,4.607,2.22e-21,4.581,3.181e-20,4.877,0.000000000000007671,4.106,8.438e-16,5.244,0.00000000000001636,1.00,1,1.27,0.0000000000003103,"Lipids","LDL CHOLESTEROL CALC","LDL-C",16040,"rs4420638",18802019,"Common SNPs in HMGCR in micronesians and whites associated with LDL-cholesterol levels affect alternative splicing of exon13.","LDL cholesterol","2,346 Micronesian individuals","1,464 European ancestry cases,1,467 European ancestry controls","19q13.32",19,45422946,"APOE, APOC1, APOC4, APOC2","APOC1",NULL,NULL,"rs4420638-?","rs4420638",4420638,"nearGene-3",0,"NR",2E-7,6.69897,"","NR",NULL,"NR","Affymetrix [~500,000]","N",1305,"2008-12-09",1,0
"rs4420638","LDL-C","mean",2.22e-21,4.607,"Alzheimer's disease (age of onset) || Alzheimer's disease || C-reactive protein || LDL cholesterol || HDL cholesterol || Alzheimer's disease (late onset) || Quantitative traits (CRP) || Age-related macular degeneration || Cholesterol, total || Quantitative traits (TC) || Lipoprotein-associated phospholipase A2 activity and mass (activity) || Cognitive decline || Triglycerides (LDL) || Lipid traits (LDL-C) || Quantitative traits (TG) || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Longevity",NULL,19,45422946,"","rs4420638",13200,6133,0,"",0.18010000,4.607,2.22e-21,4.581,3.181e-20,4.877,0.000000000000007671,4.106,8.438e-16,5.244,0.00000000000001636,1.00,1,1.27,0.0000000000003103,"Lipids","LDL CHOLESTEROL CALC","LDL-C",16464,"rs4420638",18262040,"LDL-cholesterol concentrations: a genome-wide association study.","LDL cholesterol","11,685 individuals","5,036 individuals","19q13.32",19,45422946,"APOC1","APOC1",NULL,NULL,"rs4420638-G","rs4420638",4420638,"nearGene-3",0,0.18,1E-20,20,"",.06,0.06,"[0.04-0.08] mmol/L increase","Affymetrix and Illumina [up to 461,986]","N",1305,"2008-11-25",1,1
"rs4420638","LDL-C","mean",2.22e-21,4.607,"Alzheimer's disease (age of onset) || Alzheimer's disease || C-reactive protein || LDL cholesterol || HDL cholesterol || Alzheimer's disease (late onset) || Quantitative traits (CRP) || Age-related macular degeneration || Cholesterol, total || Quantitative traits (TC) || Lipoprotein-associated phospholipase A2 activity and mass (activity) || Cognitive decline || Triglycerides (LDL) || Lipid traits (LDL-C) || Quantitative traits (TG) || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Longevity",NULL,19,45422946,"","rs4420638",13200,6133,0,"",0.18010000,4.607,2.22e-21,4.581,3.181e-20,4.877,0.000000000000007671,4.106,8.438e-16,5.244,0.00000000000001636,1.00,1,1.27,0.0000000000003103,"Lipids","LDL CHOLESTEROL CALC","LDL-C",16500,"rs4420638",18193044,"Six new loci associated with blood low-density lipoprotein cholesterol, high-density lipoprotein cholesterol or triglycerides in humans.","LDL cholesterol","2,758 individuals","18,544 individuals","19q13.32",19,45422946,"APOE, APOC1, APOC4, APOC2","APOC1",NULL,NULL,"rs4420638-G","rs4420638",4420638,"nearGene-3",0,0.20,1E-60,60,"",.19,0.19,"[0.15-0.23] % SD higher","Affymetrix[389,878]","N",1305,"2008-11-25",1,1
"rs4420638","LDL-C","mean",2.22e-21,4.607,"Alzheimer's disease (age of onset) || Alzheimer's disease || C-reactive protein || LDL cholesterol || HDL cholesterol || Alzheimer's disease (late onset) || Quantitative traits (CRP) || Age-related macular degeneration || Cholesterol, total || Quantitative traits (TC) || Lipoprotein-associated phospholipase A2 activity and mass (activity) || Cognitive decline || Triglycerides (LDL) || Lipid traits (LDL-C) || Quantitative traits (TG) || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Longevity",NULL,19,45422946,"","rs4420638",13200,6133,0,"",0.18010000,4.607,2.22e-21,4.581,3.181e-20,4.877,0.000000000000007671,4.106,8.438e-16,5.244,0.00000000000001636,1.00,1,1.27,0.0000000000003103,"Lipids","LDL CHOLESTEROL CALC","LDL-C",16536,"rs4420638",18193043,"Newly identified loci that influence lipid concentrations and risk of coronary artery disease.","LDL cholesterol","8,589 individuals","7,440-10,783 individuals","19q13.32",19,45422946,"APOE,APOC1,APOC4","APOC1",NULL,NULL,"rs4420638-G","rs4420638",4420638,"nearGene-3",0,0.18,3E-43,42.5229,"",6.61,6.61,"[NR] mg/dl higher","Illumina and Affymetrix[~2,261,000] (imputed)","N",1305,"2008-11-25",1,1
"rs12654264","LDL-C","max",0.0002596,1.966,"Metabolite levels (LDL) || LDL cholesterol","Cholesterol, total || LDL cholesterol || Quantitative traits (LDL-C) || Quantitative traits (TC) || Metabolite levels (LDL)",5,74648603,"HMGCR","rs12654264",13200,6133,0,"Silent,Silent",0.37690000,1.238,0.001227,1.189,0.002447,1.624,0.001025,0.7659,0.05699,1.966,0.0002596,1.00,1,1.06,0.02043,"Lipids","LDL CHOLESTEROL CALC","LDL-C",16501,"rs12654264",18193044,"Six new loci associated with blood low-density lipoprotein cholesterol, high-density lipoprotein cholesterol or triglycerides in humans.","LDL cholesterol","2,758 individuals","18,544 individuals","5q13.3",5,74648603,"HMGCR","HMGCR",NULL,NULL,"rs12654264-T","rs12654264",12654264,"intron",0,0.39,1E-20,20,"",.10,0.10,"[0.08-0.12] % SD higher","Affymetrix[389,878]","N",1305,"2008-11-25",1,1
"rs6511720","LDL-C","mean",3.374e-16,-4.661,"Cholesterol, total || LDL cholesterol || Carotid intima media thickness (Plaque) || Lipid metabolism phenotypes (APOB.assay, fasting) || Lipid metabolism phenotypes (LDL-C.assay, whole) || Cardiovascular disease risk factors (LDL) || Metabolite levels || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Lipid metabolism phenotypes (APOB.assay, whole) || Abdominal aortic aneurysm || Lipid metabolism phenotypes (LDL-C.assay, fasting)","Cholesterol, total || LDL cholesterol || Metabolite levels (LDL) || Cardiovascular disease risk factors (LDL) || Carotid intima media thickness (Plaque) || Lipid metabolism phenotypes (APOB.assay, fasting) || Lipid metabolism phenotypes (APOB.assay, whole) || Lipid metabolism phenotypes (LDL-C.assay, fasting) || Lipid metabolism phenotypes (LDL-C.assay, whole) || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Metabolite levels || LDL cholesterol (AA)",19,11202306,"LDLR","rs6511720",13200,6133,0,"Silent,Silent,Silent,Silent,Silent,Silent",0.12110000,-4.661,3.374e-16,-4.528,0.00000000000001024,-5.552,0.0000000000000537,-3.613,0.000000001788,-6.248,0.000000000000007423,1.00,1,0.76,0.000000000002,"Lipids","LDL CHOLESTEROL CALC","LDL-C",474,"rs6511720",24097068,"Discovery and refinement of loci associated with lipid levels.","LDL cholesterol","94,595 European ancestry individuals","up to 4,420 African ancestry individuals","19p13.2",19,11202306,"LDLR","LDLR",NULL,NULL,"rs6511720-?","rs6511720",6511720,"intron",0,0.13,3E-115,114.523,"","NR",NULL,"NR","NR (Imputed)","N",1305,"2014-05-12",1,1
"rs6511720","LDL-C","mean",3.374e-16,-4.661,"Cholesterol, total || LDL cholesterol || Carotid intima media thickness (Plaque) || Lipid metabolism phenotypes (APOB.assay, fasting) || Lipid metabolism phenotypes (LDL-C.assay, whole) || Cardiovascular disease risk factors (LDL) || Metabolite levels || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Lipid metabolism phenotypes (APOB.assay, whole) || Abdominal aortic aneurysm || Lipid metabolism phenotypes (LDL-C.assay, fasting)","Cholesterol, total || LDL cholesterol || Metabolite levels (LDL) || Cardiovascular disease risk factors (LDL) || Carotid intima media thickness (Plaque) || Lipid metabolism phenotypes (APOB.assay, fasting) || Lipid metabolism phenotypes (APOB.assay, whole) || Lipid metabolism phenotypes (LDL-C.assay, fasting) || Lipid metabolism phenotypes (LDL-C.assay, whole) || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Metabolite levels || LDL cholesterol (AA)",19,11202306,"LDLR","rs6511720",13200,6133,0,"Silent,Silent,Silent,Silent,Silent,Silent",0.12110000,-4.661,3.374e-16,-4.528,0.00000000000001024,-5.552,0.0000000000000537,-3.613,0.000000001788,-6.248,0.000000000000007423,1.00,1,0.76,0.000000000002,"Lipids","LDL CHOLESTEROL CALC","LDL-C",505,"rs6511720",24097068,"Discovery and refinement of loci associated with lipid levels.","LDL cholesterol","94,595 European ancestry individuals","93,982 European ancestry individuals","19p13.2",19,11202306,"LDLR","LDLR",NULL,NULL,"rs6511720-T","rs6511720",6511720,"intron",0,0.12,4E-262,261.398,"",.22,0.22,"[NR] unit decrease","NR (Imputed)","N",1305,"2014-05-12",1,1
"rs6511720","LDL-C","mean",3.374e-16,-4.661,"Cholesterol, total || LDL cholesterol || Carotid intima media thickness (Plaque) || Lipid metabolism phenotypes (APOB.assay, fasting) || Lipid metabolism phenotypes (LDL-C.assay, whole) || Cardiovascular disease risk factors (LDL) || Metabolite levels || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Lipid metabolism phenotypes (APOB.assay, whole) || Abdominal aortic aneurysm || Lipid metabolism phenotypes (LDL-C.assay, fasting)","Cholesterol, total || LDL cholesterol || Metabolite levels (LDL) || Cardiovascular disease risk factors (LDL) || Carotid intima media thickness (Plaque) || Lipid metabolism phenotypes (APOB.assay, fasting) || Lipid metabolism phenotypes (APOB.assay, whole) || Lipid metabolism phenotypes (LDL-C.assay, fasting) || Lipid metabolism phenotypes (LDL-C.assay, whole) || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Metabolite levels || LDL cholesterol (AA)",19,11202306,"LDLR","rs6511720",13200,6133,0,"Silent,Silent,Silent,Silent,Silent,Silent",0.12110000,-4.661,3.374e-16,-4.528,0.00000000000001024,-5.552,0.0000000000000537,-3.613,0.000000001788,-6.248,0.000000000000007423,1.00,1,0.76,0.000000000002,"Lipids","LDL CHOLESTEROL CALC","LDL-C",12908,"rs6511720",20686565,"Biological, clinical and population relevance of 95 loci for blood lipids.","LDL cholesterol","Up to 95,454 European descent individuals",NULL,"19p13.2",19,11202306,"LDLR","LDLR",NULL,NULL,"rs6511720-T","rs6511720",6511720,"intron",0,0.11,4E-117,116.398,"",6.99,6.99,"[6.4-7.58] mg/dL decrease","Affymetrix, Illumina & Perlegen [~2.6 million] (imputed)","N",1305,"2012-01-25",1,1
"rs6511720","LDL-C","mean",3.374e-16,-4.661,"Cholesterol, total || LDL cholesterol || Carotid intima media thickness (Plaque) || Lipid metabolism phenotypes (APOB.assay, fasting) || Lipid metabolism phenotypes (LDL-C.assay, whole) || Cardiovascular disease risk factors (LDL) || Metabolite levels || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Lipid metabolism phenotypes (APOB.assay, whole) || Abdominal aortic aneurysm || Lipid metabolism phenotypes (LDL-C.assay, fasting)","Cholesterol, total || LDL cholesterol || Metabolite levels (LDL) || Cardiovascular disease risk factors (LDL) || Carotid intima media thickness (Plaque) || Lipid metabolism phenotypes (APOB.assay, fasting) || Lipid metabolism phenotypes (APOB.assay, whole) || Lipid metabolism phenotypes (LDL-C.assay, fasting) || Lipid metabolism phenotypes (LDL-C.assay, whole) || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Metabolite levels || LDL cholesterol (AA)",19,11202306,"LDLR","rs6511720",13200,6133,0,"Silent,Silent,Silent,Silent,Silent,Silent",0.12110000,-4.661,3.374e-16,-4.528,0.00000000000001024,-5.552,0.0000000000000537,-3.613,0.000000001788,-6.248,0.000000000000007423,1.00,1,0.76,0.000000000002,"Lipids","LDL CHOLESTEROL CALC","LDL-C",15717,"rs6511720",19060906,"Common variants at 30 loci contribute to polygenic dyslipidemia.","LDL cholesterol","19,840 individuals","Up to 20,623 individuals","19p13.2",19,11202306,"LDLR","LDLR",NULL,NULL,"rs6511720-T","rs6511720",6511720,"intron",0,0.10,2E-26,25.699,"",.26,0.26,"[0.18-0.34] s.d. increase","Affymetrix and Illumina [~2,600,000] (imputed)","N",1305,"2009-01-12",1,1
"rs6511720","LDL-C","mean",3.374e-16,-4.661,"Cholesterol, total || LDL cholesterol || Carotid intima media thickness (Plaque) || Lipid metabolism phenotypes (APOB.assay, fasting) || Lipid metabolism phenotypes (LDL-C.assay, whole) || Cardiovascular disease risk factors (LDL) || Metabolite levels || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Lipid metabolism phenotypes (APOB.assay, whole) || Abdominal aortic aneurysm || Lipid metabolism phenotypes (LDL-C.assay, fasting)","Cholesterol, total || LDL cholesterol || Metabolite levels (LDL) || Cardiovascular disease risk factors (LDL) || Carotid intima media thickness (Plaque) || Lipid metabolism phenotypes (APOB.assay, fasting) || Lipid metabolism phenotypes (APOB.assay, whole) || Lipid metabolism phenotypes (LDL-C.assay, fasting) || Lipid metabolism phenotypes (LDL-C.assay, whole) || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Metabolite levels || LDL cholesterol (AA)",19,11202306,"LDLR","rs6511720",13200,6133,0,"Silent,Silent,Silent,Silent,Silent,Silent",0.12110000,-4.661,3.374e-16,-4.528,0.00000000000001024,-5.552,0.0000000000000537,-3.613,0.000000001788,-6.248,0.000000000000007423,1.00,1,0.76,0.000000000002,"Lipids","LDL CHOLESTEROL CALC","LDL-C",16502,"rs6511720",18193044,"Six new loci associated with blood low-density lipoprotein cholesterol, high-density lipoprotein cholesterol or triglycerides in humans.","LDL cholesterol","2,758 individuals","18,544 individuals","19p13.2",19,11202306,"LDLR","LDLR",NULL,NULL,"rs6511720-T","rs6511720",6511720,"intron",0,0.10,2E-51,50.699,"",.26,0.26,"[0.22-0.30] % SD lower","Affymetrix[389,878]","N",1305,"2008-11-25",1,1
"rs6511720","LDL-C","mean",3.374e-16,-4.661,"Cholesterol, total || LDL cholesterol || Carotid intima media thickness (Plaque) || Lipid metabolism phenotypes (APOB.assay, fasting) || Lipid metabolism phenotypes (LDL-C.assay, whole) || Cardiovascular disease risk factors (LDL) || Metabolite levels || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Lipid metabolism phenotypes (APOB.assay, whole) || Abdominal aortic aneurysm || Lipid metabolism phenotypes (LDL-C.assay, fasting)","Cholesterol, total || LDL cholesterol || Metabolite levels (LDL) || Cardiovascular disease risk factors (LDL) || Carotid intima media thickness (Plaque) || Lipid metabolism phenotypes (APOB.assay, fasting) || Lipid metabolism phenotypes (APOB.assay, whole) || Lipid metabolism phenotypes (LDL-C.assay, fasting) || Lipid metabolism phenotypes (LDL-C.assay, whole) || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Metabolite levels || LDL cholesterol (AA)",19,11202306,"LDLR","rs6511720",13200,6133,0,"Silent,Silent,Silent,Silent,Silent,Silent",0.12110000,-4.661,3.374e-16,-4.528,0.00000000000001024,-5.552,0.0000000000000537,-3.613,0.000000001788,-6.248,0.000000000000007423,1.00,1,0.76,0.000000000002,"Lipids","LDL CHOLESTEROL CALC","LDL-C",16534,"rs6511720",18193043,"Newly identified loci that influence lipid concentrations and risk of coronary artery disease.","LDL cholesterol","8,589 individuals","7,440-10,783 individuals","19p13.2",19,11202306,"LDLR","LDLR",NULL,NULL,"rs6511720-G","rs6511720",6511720,"intron",0,0.90,4E-26,25.3979,"",9.17,9.17,"[NR] mg/dl higher","Illumina and Affymetrix[~2,261,000] (imputed)","N",1305,"2008-11-25",1,1
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"LDL-C",16503,"rs11591147",18193044,"Six new loci associated with blood low-density lipoprotein cholesterol, high-density lipoprotein cholesterol or triglycerides in humans.","LDL cholesterol","2,758 individuals","18,544 individuals","1p32.3",1,55505647,"PCSK9","PCSK9",NULL,NULL,"rs11591147-T","rs11591147",11591147,"missense",0,0.01,2E-44,43.699,"",.47,0.47,"[0.41-0.53] % SD lower","Affymetrix[389,878]","N",1305,"2008-11-25",1,1
