"Chr","Chr_pos","SNP","jd_code","PUBMEDID","Disease_Trait","Reported_Gene","Mapped_gene","p_value","OR_or_beta_text","CI_95","Context","Risk_Allele_Frequency","Initial_Sample_Size","SNP","jd_code","jd_string","cases","controls","odds_ratio","P","CHR","BP","gene","rsID","Mutation","MAF_W","PHRED","catalog_assoc_SNP","catalog_assoc_gene","RawScore","Category","Category_string"
16,53820527,"rs9939609",250.2,22693455,"Type 2 diabetes","FTO","FTO",1E-20,1.25,"[1.19-1.30]","intron",0.40,"2,112 lean type 2 diabetes cases, 4,123 obese type 2 diabetes cases, 54,412 controls","rs9939609",250.2,"Type 2 diabetes",4675,21534,1.12,0.000001364,16,53820527,"FTO","rs9939609","Silent",0.39960000,11.6800,"Type 2 diabetes || Type 2 diabetes (Obese) || Menarche (age at onset) || Body mass index || Biomedical quantitative traits (BMI)","Body mass index || Obesity (early onset extreme) || Subcutaneous adipose tissue (women) || Dietary macronutrient intake (Protein) || Obesity (children) || Obesity (Obesity class III) || Obesity || Obesity (Overweight) || Obesity (extreme) || Waist circumference || Weight || Obesity (Obesity class II) || Body mass index (discovery + validation) || Obesity (Obesity class I) || Osteoarthritis || Adiposity || Body mass in chronic obstructive pulmonary disease (BMI) || Type 2 diabetes || Type 2 diabetes (DGI+FUSION+WTCCC) || Type 2 diabetes (Indo-European South Asians) || Type 2 diabetes (obese) || Subcutaneous adipose tissue (overall) || Obesity-related traits (BMI) || Obesity-related traits (hip) || Obesity-related traits (weight) || Biomedical quantitative traits (BMI) || Menarche (age at onset) || Metabolic syndrome (Waist) || Breast cancer || Sex hormone-binding globulin levels || Melanoma || Obesity (obesity) || Body mass index (African American and Sub-Saharan)",1.710013,3,"endocrine/metabolic"
10,94465559,"rs5015480",250.2,22693455,"Type 2 diabetes","HHEX","HHEX - EXOC6",2E-9,1.18,"[1.11-1.23]","Intergenic",0.57,"2,112 lean type 2 diabetes cases, 4,123 obese type 2 diabetes cases, 54,412 controls","rs5015480",250.2,"Type 2 diabetes",4675,21534,0.94,0.01669,10,94465559,"","rs5015480","",0.40700000,0.2540,"Type 2 diabetes || Type 2 diabetes (Obese)",NULL,-1.004472,3,"endocrine/metabolic"
3,185511687,"rs4402960",250.2,22693455,"Type 2 diabetes","IG2BP2","IGF2BP2",3E-9,1.15,"[1.10-1.21]","intron",0.31,"2,112 lean type 2 diabetes cases, 4,123 obese type 2 diabetes cases, 54,412 controls","rs4402960",250.2,"Type 2 diabetes",4675,21534,1.08,0.002355,3,185511687,"IGF2BP2","rs4402960","Silent,Silent",0.31630000,0.5580,"Type 2 diabetes || Type 2 diabetes (DGI+FUSION+WTCCC) || Type 2 diabetes (Obese)","Type 2 diabetes || Diabetes (gestational) || Fasting glucose-related traits (interaction with BMI) || Type 2 diabetes (All Punjabi) || Type 2 diabetes (Punjabi Sikhs) || Type 2 diabetes (South Asian, East Asian, Europeans) || Type 2 diabetes (South Asians) || Type 2 diabetes (South Asians, East Asians) || Type 2 diabetes (DGI+FUSION+WTCCC) || Type 2 diabetes (Obese)",-0.846548,3,"endocrine/metabolic"
10,114758349,"rs7903146",250.2,22101970,"Type 2 diabetes","TCF7L2","TCF7L2",2E-15,1.46,"[NR]","intron","0.26 (EA+AA)","2,413 European ancestry cases, 810 African American cases, 2,392 European ancestry controls, 873 African American controls","rs7903146",250.2,"Type 2 diabetes",4675,21534,1.20,0.0000000000002946,10,114758349,"TCF7L2","rs7903146","Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent",0.29640000,5.1830,"Type 2 diabetes || Fasting glucose-related traits (interaction with BMI) || Type 2 diabetes (South Asians) || Metabolic syndrome (T2D) || Type 2 diabetes (All Punjabi) || Type 2 diabetes (Obese) || Type 2 diabetes (Punjabi Sikhs) || Type 2 diabetes (South Asian, East Asian, Europeans) || Type 2 diabetes and other traits || Type 2 diabetes (Indo-European South Asians) || Type 2 diabetes (non-obese) || Proinsulin levels || Type 2 diabetes (South Asians, East Asians) || Fasting insulin-related traits (interaction with BMI) || Type 2 diabetes (Lean) || Glycated hemoglobin levels","Fasting glucose-related traits (FPG) || Type 2 diabetes || Coronary heart disease (T2D) || Type 2 diabetes (DGI+FUSION+WTCCC) || Fasting glucose-related traits (interaction with BMI) || Fasting insulin-related traits (interaction with BMI) || Glycated hemoglobin levels || Metabolic syndrome (T2D) || Proinsulin levels || Type 2 diabetes (All Punjabi) || Type 2 diabetes (Indo-European South Asians) || Type 2 diabetes (Lean) || Type 2 diabetes (non-obese) || Type 2 diabetes (Obese) || Type 2 diabetes (Punjabi Sikhs) || Type 2 diabetes (South Asian, East Asian, Europeans) || Type 2 diabetes (South Asians) || Type 2 diabetes (South Asians, East Asians) || Type 2 diabetes and other traits || Breast cancer || Breast Cancer in BRCA1 mutation carriers || Two-hour glucose challenge",0.219405,3,"endocrine/metabolic"
2,161171454,"rs7593730",250.2,20418489,"Type 2 diabetes","RBMS1,  ITGB6","RBMS1",4E-8,1.11,"[1.08-1.16]","intron",0.78,"2,591 European ancestry cases, 3,052 European ancestry controls","rs7593730",250.2,"Type 2 diabetes",4675,21534,0.94,0.02673,2,161171454,"RBMS1","rs7593730","Silent,Silent",0.21630000,5.8390,"Type 2 diabetes","Type 2 diabetes",0.338953,3,"endocrine/metabolic"
11,2857194,"rs2237895",250.2,20174558,"Type 2 diabetes","KCNQ1","KCNQ1",1E-9,1.29,"[1.19-1.40]","intron",0.33,"995 Han Chinese cases, 894 Han Chinese controls","rs2237895",250.2,"Type 2 diabetes",4675,21534,1.07,0.006203,11,2857194,"KCNQ1","rs2237895","Silent,Silent",0.41630000,2.2430,"Type 2 diabetes","Type 2 diabetes || Platelet aggregation (ADP) || QT interval || Protein quantitative trait loci (Lactic dehydrogenase) || Height || Electrocardiographic traits (QT interval)",-0.373417,3,"endocrine/metabolic"
6,20657564,"rs4712523",250.2,19401414,"Type 2 diabetes","CDKAL1","CDKAL1",7E-20,1.27,"[1.21-1.33]","intron",0.41,"519 Japanese ancestry cases, 503 Japanese ancestry controls","rs4712523",250.2,"Type 2 diabetes",4675,21534,1.10,0.0002567,6,20657564,"CDKAL1","rs4712523","Silent",0.30980000,4.9980,"Type 2 diabetes and other traits || Type 2 diabetes","Body mass index || Ileal carcinoids || Type 2 diabetes || Type 2 diabetes and other traits || Crohn's disease || Birth weight || Glycated hemoglobin levels || Diabetes (gestational) || Type 2 diabetes (DGI+FUSION+WTCCC) || Type 2 diabetes (Lean) || Type 2 diabetes (Obese) || Type 2 diabetes (Chinese+Malay+Indian) || Glycemic traits (1-hPG) || Inflammatory bowel disease || Obesity-related traits (Weight z-score ) || Type 2 diabetes (non-obese)",0.185385,3,"endocrine/metabolic"
9,22132076,"rs2383208",250.2,19401414,"Type 2 diabetes","CDKN2A, CDKN2B","CDKN2B-AS1 - DMRTA1",2E-29,1.34,"[1.27-1.41]","Intergenic",0.55,"519 Japanese ancestry cases, 503 Japanese ancestry controls","rs2383208",250.2,"Type 2 diabetes",4675,21534,0.92,0.008102,9,22132076,"","rs2383208","",0.17930000,4.8820,"Type 2 diabetes || Type 2 diabetes (Indo-European South Asians)",NULL,0.163905,3,"endocrine/metabolic"
11,2839751,"rs2237892",250.2,19401414,"Type 2 diabetes","KCNQ1","KCNQ1",1E-26,1.33,"[1.27-1.41]","intron",0.59,"519 Japanese ancestry cases, 503 Japanese ancestry controls","rs2237892",250.2,"Type 2 diabetes",4675,21534,0.86,0.002989,11,2839751,"KCNQ1","rs2237892","Silent,Silent",0.06196000,1.0110,"Type 2 diabetes","Type 2 diabetes || Platelet aggregation (ADP) || QT interval || Protein quantitative trait loci (Lactic dehydrogenase) || Height || Electrocardiographic traits (QT interval)",-0.687744,3,"endocrine/metabolic"
10,114758349,"rs7903146",250.2,19401414,"Type 2 diabetes","TCF7L2","TCF7L2",8E-12,1.54,"[1.36-1.74]","intron",0.04,"519 Japanese ancestry cases, 503 Japanese ancestry controls","rs7903146",250.2,"Type 2 diabetes",4675,21534,1.20,0.0000000000002946,10,114758349,"TCF7L2","rs7903146","Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent",0.29640000,5.1830,"Type 2 diabetes || Fasting glucose-related traits (interaction with BMI) || Type 2 diabetes (South Asians) || Metabolic syndrome (T2D) || Type 2 diabetes (All Punjabi) || Type 2 diabetes (Obese) || Type 2 diabetes (Punjabi Sikhs) || Type 2 diabetes (South Asian, East Asian, Europeans) || Type 2 diabetes and other traits || Type 2 diabetes (Indo-European South Asians) || Type 2 diabetes (non-obese) || Proinsulin levels || Type 2 diabetes (South Asians, East Asians) || Fasting insulin-related traits (interaction with BMI) || Type 2 diabetes (Lean) || Glycated hemoglobin levels","Fasting glucose-related traits (FPG) || Type 2 diabetes || Coronary heart disease (T2D) || Type 2 diabetes (DGI+FUSION+WTCCC) || Fasting glucose-related traits (interaction with BMI) || Fasting insulin-related traits (interaction with BMI) || Glycated hemoglobin levels || Metabolic syndrome (T2D) || Proinsulin levels || Type 2 diabetes (All Punjabi) || Type 2 diabetes (Indo-European South Asians) || Type 2 diabetes (Lean) || Type 2 diabetes (non-obese) || Type 2 diabetes (Obese) || Type 2 diabetes (Punjabi Sikhs) || Type 2 diabetes (South Asian, East Asian, Europeans) || Type 2 diabetes (South Asians) || Type 2 diabetes (South Asians, East Asians) || Type 2 diabetes and other traits || Breast cancer || Breast Cancer in BRCA1 mutation carriers || Two-hour glucose challenge",0.219405,3,"endocrine/metabolic"
6,20657865,"rs4712524",250.2,18711366,"Type 2 diabetes","CDKAL1","CDKAL1",3E-10,1.22,"[1.15-1.31]","intron",0.42,"194 Japanese cases, 1,558 Japanese controls","rs4712524",250.2,"Type 2 diabetes",4675,21534,1.10,0.0001594,6,20657865,"CDKAL1","rs4712524","Silent",0.30950000,7.4260,"Type 2 diabetes","Body mass index || Ileal carcinoids || Type 2 diabetes || Type 2 diabetes and other traits || Crohn's disease || Birth weight || Glycated hemoglobin levels || Diabetes (gestational) || Type 2 diabetes (DGI+FUSION+WTCCC) || Type 2 diabetes (Lean) || Type 2 diabetes (Obese) || Type 2 diabetes (Chinese+Malay+Indian) || Glycemic traits (1-hPG) || Inflammatory bowel disease || Obesity-related traits (Weight z-score ) || Type 2 diabetes (non-obese)",0.637726,3,"endocrine/metabolic"
3,185530290,"rs6769511",250.2,18711366,"Type 2 diabetes","IGF2BP2","IGF2BP2",1E-9,1.23,"[1.15-1.31]","intron",0.32,"194 Japanese cases, 1,558 Japanese controls","rs6769511",250.2,"Type 2 diabetes",4675,21534,1.08,0.003061,3,185530290,"IGF2BP2","rs6769511","Silent,Silent",0.31800000,5.7260,"Type 2 diabetes","Type 2 diabetes || Diabetes (gestational) || Fasting glucose-related traits (interaction with BMI) || Type 2 diabetes (All Punjabi) || Type 2 diabetes (Punjabi Sikhs) || Type 2 diabetes (South Asian, East Asian, Europeans) || Type 2 diabetes (South Asians) || Type 2 diabetes (South Asians, East Asians) || Type 2 diabetes (DGI+FUSION+WTCCC) || Type 2 diabetes (Obese)",0.318447,3,"endocrine/metabolic"
11,2839751,"rs2237892",250.2,18711367,"Type 2 diabetes","KCNQ1","KCNQ1",2E-42,1.40,"[1.34-1.47]","intron",0.61,"187 Japanese cases, 1,504 Japanese controls","rs2237892",250.2,"Type 2 diabetes",4675,21534,0.86,0.002989,11,2839751,"KCNQ1","rs2237892","Silent,Silent",0.06196000,1.0110,"Type 2 diabetes","Type 2 diabetes || Platelet aggregation (ADP) || QT interval || Protein quantitative trait loci (Lactic dehydrogenase) || Height || Electrocardiographic traits (QT interval)",-0.687744,3,"endocrine/metabolic"
7,28180556,"rs864745",250.2,18372903,"Type 2 diabetes","JAZF1","JAZF1",5E-14,1.10,"[1.07-1.13]","intron",0.50,"4,549 cases,5,579 controls","rs864745",250.2,"Type 2 diabetes",4675,21534,1.06,0.01523,7,28180556,"JAZF1","rs864745","Silent",0.49240000,0.4670,"Type 2 diabetes || Crohn's disease","Type 2 diabetes || Height || Crohn's disease || Systemic lupus erythematosus and Systemic sclerosis || Thiazide-induced adverse metabolic effects in hypertensive patients (EA-triglyceride response) || Prostate cancer",-0.886468,3,"endocrine/metabolic"
12,71663102,"rs7961581",250.2,18372903,"Type 2 diabetes","TSPAN8,LGR5","TSPAN8 - LGR5",1E-9,1.09,"[1.06-1.12]","Intergenic",0.27,"4,549 cases,5,579 controls","rs7961581",250.2,"Type 2 diabetes",4675,21534,1.07,0.01322,12,71663102,"","rs7961581","",0.28100000,0.0980,"Type 2 diabetes",NULL,-1.156385,3,"endocrine/metabolic"
10,114756041,"rs4506565",250.2,17554300,"Type 2 diabetes","TCF7L2","TCF7L2",5E-12,1.36,"[1.20-1.54]","intron",0.32,"1,924 cases,2,938 controls","rs4506565",250.2,"Type 2 diabetes",4675,21534,1.18,0.000000000017,10,114756041,"TCF7L2","rs4506565","Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent",0.31880000,4.3580,"Type 2 diabetes || Fasting glucose-related traits (FPG)","Fasting glucose-related traits (FPG) || Type 2 diabetes || Coronary heart disease (T2D) || Type 2 diabetes (DGI+FUSION+WTCCC) || Fasting glucose-related traits (interaction with BMI) || Fasting insulin-related traits (interaction with BMI) || Glycated hemoglobin levels || Metabolic syndrome (T2D) || Proinsulin levels || Type 2 diabetes (All Punjabi) || Type 2 diabetes (Indo-European South Asians) || Type 2 diabetes (Lean) || Type 2 diabetes (non-obese) || Type 2 diabetes (Obese) || Type 2 diabetes (Punjabi Sikhs) || Type 2 diabetes (South Asian, East Asian, Europeans) || Type 2 diabetes (South Asians) || Type 2 diabetes (South Asians, East Asians) || Type 2 diabetes and other traits || Breast cancer || Breast Cancer in BRCA1 mutation carriers || Two-hour glucose challenge",0.065875,3,"endocrine/metabolic"
6,20661250,"rs7754840",250.2,17463246,"Type 2 diabetes","CDKAL1","CDKAL1",4E-11,1.12,"[1.08-1.16]","intron",0.31,"1,464 cases,1,467 controls","rs7754840",250.2,"Type 2 diabetes",4675,21534,1.10,0.0001577,6,20661250,"CDKAL1","rs7754840","Silent",0.30910000,0.5410,"Type 2 diabetes || Type 2 diabetes (DGI+FUSION+WTCCC) || Diabetes (gestational)","Body mass index || Ileal carcinoids || Type 2 diabetes || Type 2 diabetes and other traits || Crohn's disease || Birth weight || Glycated hemoglobin levels || Diabetes (gestational) || Type 2 diabetes (DGI+FUSION+WTCCC) || Type 2 diabetes (Lean) || Type 2 diabetes (Obese) || Type 2 diabetes (Chinese+Malay+Indian) || Glycemic traits (1-hPG) || Inflammatory bowel disease || Obesity-related traits (Weight z-score ) || Type 2 diabetes (non-obese)",-0.853422,3,"endocrine/metabolic"
3,185511687,"rs4402960",250.2,17463246,"Type 2 diabetes","IGF2BP2","IGF2BP2",2E-9,1.17,"[1.11-1.23]","intron",0.29,"1,464 cases,1,467 controls","rs4402960",250.2,"Type 2 diabetes",4675,21534,1.08,0.002355,3,185511687,"IGF2BP2","rs4402960","Silent,Silent",0.31630000,0.5580,"Type 2 diabetes || Type 2 diabetes (DGI+FUSION+WTCCC) || Type 2 diabetes (Obese)","Type 2 diabetes || Diabetes (gestational) || Fasting glucose-related traits (interaction with BMI) || Type 2 diabetes (All Punjabi) || Type 2 diabetes (Punjabi Sikhs) || Type 2 diabetes (South Asian, East Asian, Europeans) || Type 2 diabetes (South Asians) || Type 2 diabetes (South Asians, East Asians) || Type 2 diabetes (DGI+FUSION+WTCCC) || Type 2 diabetes (Obese)",-0.846548,3,"endocrine/metabolic"
10,114758349,"rs7903146",250.2,17463246,"Type 2 diabetes","TCF7L2","TCF7L2",2E-31,1.38,"[1.31-1.46]","intron",0.26,"1,464 cases,1,467 controls","rs7903146",250.2,"Type 2 diabetes",4675,21534,1.20,0.0000000000002946,10,114758349,"TCF7L2","rs7903146","Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent",0.29640000,5.1830,"Type 2 diabetes || Fasting glucose-related traits (interaction with BMI) || Type 2 diabetes (South Asians) || Metabolic syndrome (T2D) || Type 2 diabetes (All Punjabi) || Type 2 diabetes (Obese) || Type 2 diabetes (Punjabi Sikhs) || Type 2 diabetes (South Asian, East Asian, Europeans) || Type 2 diabetes and other traits || Type 2 diabetes (Indo-European South Asians) || Type 2 diabetes (non-obese) || Proinsulin levels || Type 2 diabetes (South Asians, East Asians) || Fasting insulin-related traits (interaction with BMI) || Type 2 diabetes (Lean) || Glycated hemoglobin levels","Fasting glucose-related traits (FPG) || Type 2 diabetes || Coronary heart disease (T2D) || Type 2 diabetes (DGI+FUSION+WTCCC) || Fasting glucose-related traits (interaction with BMI) || Fasting insulin-related traits (interaction with BMI) || Glycated hemoglobin levels || Metabolic syndrome (T2D) || Proinsulin levels || Type 2 diabetes (All Punjabi) || Type 2 diabetes (Indo-European South Asians) || Type 2 diabetes (Lean) || Type 2 diabetes (non-obese) || Type 2 diabetes (Obese) || Type 2 diabetes (Punjabi Sikhs) || Type 2 diabetes (South Asian, East Asian, Europeans) || Type 2 diabetes (South Asians) || Type 2 diabetes (South Asians, East Asians) || Type 2 diabetes and other traits || Breast cancer || Breast Cancer in BRCA1 mutation carriers || Two-hour glucose challenge",0.219405,3,"endocrine/metabolic"
10,114758349,"rs7903146",250.2,17463248,"Type 2 diabetes","TCF7L2","TCF7L2",1E-8,1.34,"[1.21-1.49]","intron",0.18,"1,161 cases,1,174 controls","rs7903146",250.2,"Type 2 diabetes",4675,21534,1.20,0.0000000000002946,10,114758349,"TCF7L2","rs7903146","Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent",0.29640000,5.1830,"Type 2 diabetes || Fasting glucose-related traits (interaction with BMI) || Type 2 diabetes (South Asians) || Metabolic syndrome (T2D) || Type 2 diabetes (All Punjabi) || Type 2 diabetes (Obese) || Type 2 diabetes (Punjabi Sikhs) || Type 2 diabetes (South Asian, East Asian, Europeans) || Type 2 diabetes and other traits || Type 2 diabetes (Indo-European South Asians) || Type 2 diabetes (non-obese) || Proinsulin levels || Type 2 diabetes (South Asians, East Asians) || Fasting insulin-related traits (interaction with BMI) || Type 2 diabetes (Lean) || Glycated hemoglobin levels","Fasting glucose-related traits (FPG) || Type 2 diabetes || Coronary heart disease (T2D) || Type 2 diabetes (DGI+FUSION+WTCCC) || Fasting glucose-related traits (interaction with BMI) || Fasting insulin-related traits (interaction with BMI) || Glycated hemoglobin levels || Metabolic syndrome (T2D) || Proinsulin levels || Type 2 diabetes (All Punjabi) || Type 2 diabetes (Indo-European South Asians) || Type 2 diabetes (Lean) || Type 2 diabetes (non-obese) || Type 2 diabetes (Obese) || Type 2 diabetes (Punjabi Sikhs) || Type 2 diabetes (South Asian, East Asian, Europeans) || Type 2 diabetes (South Asians) || Type 2 diabetes (South Asians, East Asians) || Type 2 diabetes and other traits || Breast cancer || Breast Cancer in BRCA1 mutation carriers || Two-hour glucose challenge",0.219405,3,"endocrine/metabolic"
3,185511687,"rs4402960",250.2,17463248,"Type 2 diabetes","IGF2BP2","IGF2BP2",9E-16,1.14,"[1.11-1.18]","intron",0.30,"1,161 cases,1,174 controls","rs4402960",250.2,"Type 2 diabetes",4675,21534,1.08,0.002355,3,185511687,"IGF2BP2","rs4402960","Silent,Silent",0.31630000,0.5580,"Type 2 diabetes || Type 2 diabetes (DGI+FUSION+WTCCC) || Type 2 diabetes (Obese)","Type 2 diabetes || Diabetes (gestational) || Fasting glucose-related traits (interaction with BMI) || Type 2 diabetes (All Punjabi) || Type 2 diabetes (Punjabi Sikhs) || Type 2 diabetes (South Asian, East Asian, Europeans) || Type 2 diabetes (South Asians) || Type 2 diabetes (South Asians, East Asians) || Type 2 diabetes (DGI+FUSION+WTCCC) || Type 2 diabetes (Obese)",-0.846548,3,"endocrine/metabolic"
