,SNP,Lab_name,best_measure,best_P,best_OR_Beta,catalog_assoc_SNP,catalog_assoc_gene,CHR,MapInfo,gene,rsID,cases,eh_case,el_case,Mutation,MAF_W,mean_Beta,mean_P,median_Beta,median_P,first_Beta,first_P,min_Beta,min_P,max_Beta,max_P,ever_low_OR,ever_low_P,ever_high_OR,ever_high_P,Lab_cat,Lab_full_name,SNP.1,lab_name,jd_string,trait
571,rs7237848,LymAbs,min,0.09744,-0.01785,White blood cell types (lymphocyte count),,18,4773110.0,,rs7237848,16280.0,979.0,7761.0,,0.4512,0.0003158,0.988,0.004,0.8259,0.04043,0.2488,-0.01785,0.09744,0.04699,0.612,1.04,0.1271,1.03,0.5546,Differentl Abs,LYMPHS (ABS),rs7237848,LymAbs,Elevated white blood cell count,White blood cell types (lymphocyte count)
572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rs2124440,MonAbs,Elevated white blood cell count,Monocyte count
578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rs1449263,MonAbs,Elevated white blood cell count,White blood cell count (Monocytes)
582,rs12988934,MonAbs,mean,7.82e-06,0.1905,White blood cell types (monocyte count),Monocyte count || White blood cell types (monocyte count),2,182323665.0,ITGA4,rs12988934,16282.0,3623.0,3310.0,Silent,0.05398,0.1905,7.82e-06,0.17800000000000002,4.186e-05,0.1541,0.00599,0.1071,0.0044670000000000005,0.4461,0.00314,1.03,0.6792,1.13,0.036739999999999995,Differentl Abs,MONO (ABS),rs12988934,MonAbs,Elevated white blood cell count,White blood cell types (monocyte count)
583,rs3095254,MonAbs,ever_low,0.1097,0.9552,White blood cell types (monocyte count),,6,31221668.0,,rs3095254,16282.0,3623.0,3310.0,,0.3533,-0.006379,0.7499,-0.009251,0.6502,0.00534,0.8392,-0.01245,0.4815,0.07268,0.3053,0.96,0.1097,0.98,0.5093,Differentl Abs,MONO (ABS),rs3095254,MonAbs,Elevated white blood cell count,White blood cell types (monocyte count)
584,rs10956483,MonAbs,ever_high,0.01637,1.088,White blood cell types (monocyte count),,8,130572110.0,,rs10956483,16282.0,3623.0,3310.0,,0.1679,0.0006311,0.9804,0.007951,0.7612,-0.0051600000000000005,0.8785,-0.013319999999999999,0.5571,-0.05824,0.5219,1.03,0.3736,1.09,0.01637,Differentl Abs,MONO (ABS),rs10956483,MonAbs,Elevated white blood cell count,White blood cell types (monocyte count)
585,rs10147992,MonAbs,first,0.1399,-0.03816,White blood cell types (monocyte count),White blood cell types (monocyte count) || Subcutaneous adipose tissue (women),14,25503799.0,STXBP6,rs10147992,16282.0,3623.0,3310.0,Silent,0.388,-0.0249,0.2052,-0.02456,0.2201,-0.03816,0.1399,-0.014580000000000001,0.4013,-0.07035,0.3123,0.97,0.3368,1.02,0.4447,Differentl Abs,MONO (ABS),rs10147992,MonAbs,Elevated white blood cell count,White blood cell types (monocyte count)
586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rs7578982,MonAbs,Elevated white blood cell count,White blood cell types (monocyte count)
587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rs2814778,NtAbs,Neutropenia,Neutrophil count
588,rs7587928,NtAbs,first,0.1749,-0.06897,Neutrophil count,Neutrophil count,2,8949070.0,KIDINS220,rs7587928,16280.0,6757.0,2176.0,Silent,0.2705,0.023,0.5087,0.01855,0.5836,-0.06897,0.1749,0.027010000000000003,0.3746,0.002716,0.9785,0.99,0.8529,1.01,0.5779,Differentl Abs,NEUT (ABS),rs7587928,NtAbs,Neutropenia,Neutrophil count
589,rs6775745,NtAbs,median,0.1347,-0.05682,Neutrophil count,,3,131813900.0,,rs6775745,16280.0,6757.0,2176.0,,0.1945,-0.04964,0.2038,-0.05682,0.1347,-0.0354,0.5352,0.0035740000000000004,0.9167,-0.1165,0.3032,1.0,0.9149,0.96,0.1605,Differentl Abs,NEUT (ABS),rs6775745,NtAbs,Neutropenia,Neutrophil count
591,rs2837828,NtAbs,ever_high,0.3275,1.023,Neutrophil count,Estradiol plasma levels (breast cancer) || Neutrophil count || Obesity-related traits (Arm span ) || Obesity-related traits (Height z-score ) || Non-small cell lung cancer,21,42174960.0,DSCAM,rs2837828,16280.0,6757.0,2176.0,Silent,0.4424,-0.022000000000000002,0.484,-0.01763,0.5642,-0.03403,0.4587,0.0184,0.5033,-0.02304,0.8002,1.01,0.7412,1.02,0.3275,Differentl Abs,NEUT (ABS),rs2837828,NtAbs,Neutropenia,Neutrophil count
592,rs6601606,NtAbs,median,0.4584,-0.09364,Neutrophil count,Neutrophil count,8,11638244.0,NEIL2,rs6601606,16280.0,6757.0,2176.0,"Silent,Silent,Silent,Silent",0.01369,-0.08492999999999999,0.5132,-0.09364,0.4584,0.03117,0.8696,-0.03411,0.7639,-0.1789,0.6344,1.0,0.9798,1.0,0.9997,Differentl Abs,NEUT (ABS),rs6601606,NtAbs,Neutropenia,Neutrophil count
593,rs272594,NtAbs,min,0.1668,0.05475,Neutrophil count,,8,81470120.0,,rs272594,16280.0,6757.0,2176.0,,0.1348,0.03792,0.4024,0.03279,0.4565,-0.02598,0.6946,0.05475,0.1668,0.03727,0.7764,0.97,0.4588,1.03,0.361,Differentl Abs,NEUT (ABS),rs272594,NtAbs,Neutropenia,Neutrophil count
594,rs12727131,NtAbs,ever_high,0.02609,1.088,Neutrophil count,Obesity-related traits (INS ) || Obesity-related traits (HOMA-IR) || Neutrophil count || Response to antipsychotic therapy (extrapyramidal side effects) (SAS),1,60084516.0,FGGY,rs12727131,16280.0,6757.0,2176.0,"Silent,Silent,Silent",0.09541,0.022330000000000003,0.6714,-0.0066099999999999996,0.8972,0.053329999999999995,0.4877,-0.006875,0.8812,0.1997,0.1902,0.95,0.3831,1.09,0.02609,Differentl Abs,NEUT (ABS),rs12727131,NtAbs,Neutropenia,Neutrophil count
595,rs4921617,NtAbs,min,0.1381,0.04186,Neutrophil count,Neutrophil count || Obesity-related traits (BMD ),8,18782047.0,PSD3,rs4921617,16280.0,6757.0,2176.0,Silent,0.3624,0.04136,0.2001,0.03191,0.3095,0.03108,0.5099,0.04186,0.1381,0.005692,0.9515,1.0,0.9514,0.99,0.8254,Differentl Abs,NEUT (ABS),rs4921617,NtAbs,Neutropenia,Neutrophil count
597,rs13323983,NtAbs,first,0.01851,0.1316,Neutrophil count,,3,109927376.0,,rs13323983,16280.0,6757.0,2176.0,,0.2131,0.0784,0.04034,0.06869,0.06472,0.1316,0.01851,0.04177,0.2116,0.11599999999999999,0.2949,0.98,0.6923,1.05,0.07807,Differentl Abs,NEUT (ABS),rs13323983,NtAbs,Neutropenia,Neutrophil count
598,rs454305,NtAbs,mean,0.1763,0.0442,Neutrophil count,Longevity (less than or equal to) || Neutrophil count || Obesity-related traits (Height z-score change ),2,70736219.0,TGFA,rs454305,16280.0,6757.0,2176.0,"Silent,Silent",0.3448,0.0442,0.1763,0.040310000000000006,0.2049,0.037989999999999996,0.4265,0.01575,0.5817,0.121,0.2013,1.01,0.8264,1.02,0.3689,Differentl Abs,NEUT (ABS),rs454305,NtAbs,Neutropenia,Neutrophil count
599,rs988583,NtAbs,max,0.1856,0.5198,Neutrophil count,Neutrophil count || Ulcerative colitis || Crohn's disease || Hip bone size || Self-reported allergy || Alcohol consumption,2,198987935.0,PLCL1,rs988583,16280.0,6757.0,2176.0,Silent,0.01287,0.1101,0.4163,0.1232,0.3497,-0.0535,0.787,0.09525,0.4214,0.5198,0.1856,0.97,0.8273,0.98,0.8454,Differentl Abs,NEUT (ABS),rs988583,NtAbs,Neutropenia,Neutrophil count
600,rs12772794,NtAbs,mean,0.05831,-0.059770000000000004,Neutrophil count,,10,20674653.0,,rs12772794,16280.0,6757.0,2176.0,,0.4314,-0.059770000000000004,0.05831,-0.049010000000000005,0.1104,-0.03753,0.4159,-0.05005,0.06978,-0.1157,0.2058,1.04,0.2338,0.98,0.3663,Differentl Abs,NEUT (ABS),rs12772794,NtAbs,Neutropenia,Neutrophil count
602,rs11968166,NtAbs,median,0.4085,0.03255,Neutrophil count,"Mean corpuscular hemoglobin || Mean corpuscular volume || Red blood cell count || Red blood cell traits (EA, MCV) || Metabolite levels (5-HIAA/ MHPG Ratio) || Neutrophil count || Hematological parameters (MCV)",6,41925304.0,CCND3,rs11968166,16280.0,6757.0,2176.0,"Silent,Silent",0.1794,0.02061,0.6107,0.03255,0.4085,0.038130000000000004,0.5194,0.005856,0.8686,-0.03223,0.7835,0.98,0.6658,0.99,0.797,Differentl Abs,NEUT (ABS),rs11968166,NtAbs,Neutropenia,Neutrophil count
603,rs4905558,NtAbs,ever_high,0.1577,0.9670000000000001,Neutrophil count,Neutrophil count,14,97345806.0,VRK1,rs4905558,16280.0,6757.0,2176.0,Silent,0.3485,-0.0143,0.6625,-0.013309999999999999,0.6762,-0.06758,0.1581,0.02895,0.3123,-0.060289999999999996,0.5253,0.98,0.5519,0.97,0.1577,Differentl Abs,NEUT (ABS),rs4905558,NtAbs,Neutropenia,Neutrophil count
604,rs4422476,NtAbs,min,0.02087,0.06257,Neutrophil count,,4,118651823.0,,rs4422476,16280.0,6757.0,2176.0,,0.4565,0.06019,0.05198,0.048760000000000005,0.1055,0.051570000000000005,0.2545,0.06257,0.02087,0.07812000000000001,0.3838,0.98,0.5243,1.01,0.5832,Differentl Abs,NEUT (ABS),rs4422476,NtAbs,Neutropenia,Neutrophil count
605,rs17419851,NtAbs,ever_low,0.2829,1.052,Neutrophil count,,6,24749413.0,,rs17419851,16280.0,6757.0,2176.0,,0.1343,0.02984,0.5122,0.04032,0.3625,0.05063,0.4467,-0.005775,0.8847,0.033,0.8025,1.05,0.2829,1.02,0.6619,Differentl Abs,NEUT (ABS),rs17419851,NtAbs,Neutropenia,Neutrophil count
606,rs2369304,NtAbs,max,0.0776,0.1691,Neutrophil count,,14,96206070.0,,rs2369304,16280.0,6757.0,2176.0,,0.3209,0.02837,0.3905,0.02868,0.3721,0.008298,0.8634,0.01143,0.6924,0.1691,0.0776,1.0,0.912,1.03,0.2925,Differentl Abs,NEUT (ABS),rs2369304,NtAbs,Neutropenia,Neutrophil count
607,rs4794822,NtAbs,median,3.2149999999999996e-07,0.1583,Neutrophil count || White blood cell types (neutrophil count) || White blood cell count (WBC),,17,38156712.0,,rs4794822,16280.0,6757.0,2176.0,,0.3882,0.1582,6.837e-07,0.1583,3.2149999999999996e-07,0.1501,0.001265,0.1264,5.701e-06,0.1653,0.0734,0.94,0.06461,1.04,0.07626000000000001,Differentl Abs,NEUT (ABS),rs4794822,NtAbs,Neutropenia,Neutrophil count
608,rs2072910,NtAbs,min,0.4294,-0.04077,Neutrophil count,Neutrophil count,20,9365303.0,PLCB4,rs2072910,16280.0,6757.0,2176.0,"Silent,Silent,Silent",0.06934,-0.034319999999999996,0.5607,-0.03874,0.4994,-0.002172,0.9799,-0.04077,0.4294,-0.1156,0.4987,0.97,0.6065,1.0,0.9821,Differentl Abs,NEUT (ABS),rs2072910,NtAbs,Neutropenia,Neutrophil count
609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rs8078723,NtAbs,Neutropenia,White blood cell count (Neutrophils)
610,rs445,NtAbs,mean,0.000495,-0.1774,White blood cell count || White blood cell types (neutrophil count),White blood cell count || White blood cell types (neutrophil count) || Rheumatoid arthritis || Height,7,92408370.0,CDK6,rs445,16280.0,6757.0,2176.0,"Silent,Silent",0.1032,-0.1774,0.000495,-0.1662,0.0007894,-0.1511,0.04238,-0.1093,0.01409,-0.3266,0.026889999999999997,1.06,0.2597,0.9,0.0066760000000000005,Differentl Abs,NEUT (ABS),rs445,NtAbs,Neutropenia,White blood cell types (neutrophil count)
611,rs4794822,NtAbs,median,3.2149999999999996e-07,0.1583,Neutrophil count || White blood cell types (neutrophil count) || White blood cell count (WBC),,17,38156712.0,,rs4794822,16280.0,6757.0,2176.0,,0.3882,0.1582,6.837e-07,0.1583,3.2149999999999996e-07,0.1501,0.001265,0.1264,5.701e-06,0.1653,0.0734,0.94,0.06461,1.04,0.07626000000000001,Differentl Abs,NEUT (ABS),rs4794822,NtAbs,Neutropenia,White blood cell types (neutrophil count)
612,rs546829,NtAbs,median,0.008418,0.08195,White blood cell types (neutrophil count),,4,74956372.0,,rs546829,16280.0,6757.0,2176.0,,0.3777,0.07397000000000001,0.020730000000000002,0.08195,0.008418,0.06942999999999999,0.1374,0.06142,0.02806,0.0756,0.4144,0.95,0.1032,1.02,0.3287,Differentl Abs,NEUT (ABS),rs546829,NtAbs,Neutropenia,White blood cell types (neutrophil count)
613,rs1697421,Phos,max,0.05097,0.04605,Phosphorus levels,,1,21823292.0,,rs1697421,9277.0,3032.0,3069.0,,0.4985,0.01771,0.1219,0.01646,0.1567,-0.0058579999999999995,0.7151,0.003684,0.7885,0.04605,0.05097,0.96,0.1956,1.05,0.1169,RoutChems,PHOSPHORUS INORGANIC,rs1697421,Phos,Disorders of phosphorus metabolism,Phosphorus levels
614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rs17265703,Phos,Disorders of phosphorus metabolism,Phosphorus levels
615,rs9469578,Phos,ever_low,0.4817,1.045,Phosphorus levels,Phosphorus levels,6,33706479.0,IP6K3,rs9469578,9277.0,3032.0,3069.0,"Silent,Silent",0.07038,-0.005721,0.8025,0.003081,0.8945,-0.0033159999999999995,0.9177,-0.01165,0.6712,-0.013999999999999999,0.7665,1.05,0.4817,0.96,0.4888,RoutChems,PHOSPHORUS INORGANIC,rs9469578,Phos,Disorders of phosphorus metabolism,Phosphorus levels
616,rs947583,Phos,first,0.5048,0.01217,Phosphorus levels,,6,136133659.0,,rs947583,9277.0,3032.0,3069.0,,0.276,0.0012439999999999999,0.9238,0.0031850000000000003,0.8096,0.01217,0.5048,-0.007837,0.6158,0.0016129999999999999,0.9521,1.01,0.7575,1.01,0.6942,RoutChems,PHOSPHORUS INORGANIC,rs947583,Phos,Disorders of phosphorus metabolism,Phosphorus levels
617,rs2970818,Phos,mean,0.01956,0.04666,Phosphorus levels,Phosphorus levels,12,4606168.0,C12orf4,rs2970818,9277.0,3032.0,3069.0,Silent,0.09601,0.04666,0.01956,0.04183,0.03926,0.027569999999999997,0.3251,0.02847,0.235,0.07145,0.08281000000000001,1.0,0.9765,1.12,0.04028,RoutChems,PHOSPHORUS INORGANIC,rs2970818,Phos,Disorders of phosphorus metabolism,Phosphorus levels
618,rs887829,TBil,ever_high,3.041999999999998e-267,2.291,Bilirubin levels || Metabolite levels (Bilirubin) || Cholelithiasis-related traits in sickle cell anemia || Metabolic traits (SM-4 + 74 other traits),,2,234668570.0,"UGT1A8, etc.",rs887829,23076.0,5602.0,1620.0,"Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent",0.317,0.1599,7.256999999999999e-81,0.16,2.0349999999999995e-94,0.1573,9.751e-46,0.1122,2.589999999999999e-183,0.2145,7.785e-16,0.55,7.354e-42,2.29,3.041999999999998e-267,LiverPanel,BILIRUBIN TOTAL BLOOD,rs887829,TBil,Disorders of bilirubin excretion,Bilirubin levels
620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rs4781563,TBil,Disorders of bilirubin excretion,Bilirubin levels
628,rs4148325,TBil,ever_high,2.7799999999999984e-266,2.287,Bilirubin levels,,2,234673309.0,"UGT1A8, etc.",rs4148325,23076.0,5602.0,1620.0,"Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent",0.3165,0.16,6.643999999999999e-81,0.16,2.711999999999999e-94,0.1582,3.3880000000000002e-46,0.11199999999999999,8.440999999999997e-183,0.2161,4.814e-16,0.55,6.569e-42,2.29,2.7799999999999984e-266,LiverPanel,BILIRUBIN TOTAL BLOOD,rs4148325,TBil,Disorders of bilirubin excretion,Bilirubin levels
629,rs2361502,TBil,ever_high,1.681e-92,1.624,Bilirubin levels,,2,234698790.0,,rs2361502,23076.0,5602.0,1620.0,,0.289,0.1088,1.0439999999999999e-35,0.1107,7.432e-43,0.09898,7.537000000000001e-18,0.07545,1.3959999999999998e-77,0.1419,2.713e-07,0.67,1.101e-19,1.62,1.681e-92,LiverPanel,BILIRUBIN TOTAL BLOOD,rs2361502,TBil,Disorders of bilirubin excretion,Bilirubin levels
630,rs4363657,TBil,ever_high,1.427e-07,1.165,Bilirubin levels,Bilirubin levels || Response to statin therapy || Sex hormone-binding globulin levels (Men + Women) || Methotrexate clearance (acute lymphoblastic leukemia) || Metabolic traits (SM-10 + 59 other traits) || Methotrexate phramacokinetics (acute lymphoblastic leukemia) || Metabolite levels (Glycochenodeoxycholic acid 3-glucuronide),12,21368722.0,SLCO1B1,rs4363657,23076.0,5602.0,1620.0,Silent,0.1633,0.05015,2.521e-06,0.038,0.0001158,0.0427,0.002356,0.025269999999999997,3.404e-07,0.1177,0.00047569999999999996,0.83,0.0004584,1.17,1.427e-07,LiverPanel,BILIRUBIN TOTAL BLOOD,rs4363657,TBil,Disorders of bilirubin excretion,Bilirubin levels
631,rs6704644,TBil,min,3.374e-18,0.0528,Bilirubin levels,Bilirubin levels,2,234406655.0,USP40,rs6704644,23076.0,5602.0,1620.0,Silent,0.1019,0.057710000000000004,9.987000000000001e-06,0.06819,1.673e-08,0.06523,0.0001509,0.0528,3.374e-18,0.04115,0.319,0.81,0.001446,1.28,1.115e-12,LiverPanel,BILIRUBIN TOTAL BLOOD,rs6704644,TBil,Disorders of bilirubin excretion,Bilirubin levels
632,rs17665859,TBil,max,0.0203,0.1117,Bilirubin levels,Bilirubin levels,8,445601.0,C8orf42,rs17665859,23076.0,5602.0,1620.0,"Silent,Silent",0.0731,0.01696,0.2656,0.01113,0.4297,-0.0009641,0.9617,-0.0116,0.1013,0.1117,0.0203,1.02,0.7572,1.06,0.1576,LiverPanel,BILIRUBIN TOTAL BLOOD,rs17665859,TBil,Disorders of bilirubin excretion,Bilirubin levels
645,rs2117032,TBil,ever_high,0.08602,1.04,Bilirubin levels,,12,21074122.0,,rs2117032,23076.0,5602.0,1620.0,,0.3667,0.011309999999999999,0.1669,0.009589,0.2054,0.007229000000000001,0.5027,0.005792,0.128,0.01625,0.5299,0.96,0.2614,1.04,0.08602,LiverPanel,BILIRUBIN TOTAL BLOOD,rs2117032,TBil,Disorders of bilirubin excretion,Bilirubin levels
647,rs766420,TBil,mean,0.2605,-0.0127,Bilirubin levels,Bilirubin levels,X,153554404.0,TKTL1,rs766420,23076.0,5602.0,1620.0,"Silent,Silent,Silent",0.1951,-0.0127,0.2605,-0.01096,0.294,-0.00435,0.7699,0.001101,0.8338,-0.01433,0.6879,0.98,0.7467,0.97,0.3349,LiverPanel,BILIRUBIN TOTAL BLOOD,rs766420,TBil,Disorders of bilirubin excretion,Bilirubin levels
648,rs6742078,TBil,ever_high,3.288999999999998e-266,2.287,Circulating cell-free DNA || Bilirubin levels || Bilirubin levels (Direct bilirubin) || Bilirubin levels (Total bilirubin) || Bilirubin levels (Indirect bilirubin),,2,234672639.0,"UGT1A8, etc.",rs6742078,23076.0,5602.0,1620.0,"Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent",0.3162,0.1599,9.760999999999998e-81,0.1599,3.644999999999999e-94,0.1578,6.177e-46,0.11199999999999999,1.0709999999999997e-182,0.2161,4.948000000000001e-16,0.55,5.0999999999999994e-42,2.29,3.288999999999998e-266,LiverPanel,BILIRUBIN TOTAL BLOOD,rs6742078,TBil,Disorders of bilirubin excretion,Bilirubin levels
649,rs16928809,TBil,ever_high,0.0208,1.09,Bilirubin levels,Bilirubin levels,11,2936952.0,SLC22A18,rs16928809,23076.0,5602.0,1620.0,"Silent,Silent",0.09366,0.008197,0.5492,0.01179,0.3518,0.01155,0.5217,0.009599,0.1314,-0.0014609999999999998,0.973,0.93,0.23600000000000002,1.09,0.0208,LiverPanel,BILIRUBIN TOTAL BLOOD,rs16928809,TBil,Disorders of bilirubin excretion,Bilirubin levels
651,rs12206204,TBil,ever_low,0.060989999999999996,1.286,Bilirubin levels,,6,26116982.0,,rs12206204,23076.0,5602.0,1620.0,,0.01589,-0.040780000000000004,0.2037,-0.03313,0.2644,-0.044039999999999996,0.2975,-0.00403,0.7871,-0.1001,0.3234,1.29,0.060989999999999996,0.95,0.5522,LiverPanel,BILIRUBIN TOTAL BLOOD,rs12206204,TBil,Disorders of bilirubin excretion,Bilirubin levels
652,rs1986655,TBil,first,0.01165,0.03656,Bilirubin levels,,4,125993502.0,,rs1986655,23076.0,5602.0,1620.0,,0.1517,0.00262,0.8118,0.001907,0.8513,0.03656,0.01165,-0.001121,0.8266,0.026180000000000002,0.4513,0.91,0.06065,0.97,0.3683,LiverPanel,BILIRUBIN TOTAL BLOOD,rs1986655,TBil,Disorders of bilirubin excretion,Bilirubin levels
653,rs4236644,TBil,ever_high,0.2016,0.9682,Bilirubin levels,,7,80599357.0,,rs4236644,23076.0,5602.0,1620.0,,0.255,-0.006272,0.4889,-0.0048189999999999995,0.5655,0.007987000000000001,0.5035,0.001962,0.6416,-0.02313,0.4193,1.04,0.3091,0.97,0.2016,LiverPanel,BILIRUBIN TOTAL BLOOD,rs4236644,TBil,Disorders of bilirubin excretion,Bilirubin levels
654,rs4773330,TBil,ever_high,0.09442,0.9428,Bilirubin levels,Bilirubin levels,13,111818832.0,ARHGEF7,rs4773330,23076.0,5602.0,1620.0,"Silent,Silent,Silent,Silent",0.1109,-0.002245,0.858,-0.008306000000000001,0.4743,-0.01015,0.5393,-0.006159,0.2912,0.006358,0.8726,0.98,0.7423,0.94,0.09442,LiverPanel,BILIRUBIN TOTAL BLOOD,rs4773330,TBil,Disorders of bilirubin excretion,Bilirubin levels
656,rs6742078,TBil,ever_high,3.288999999999998e-266,2.287,Circulating cell-free DNA || Bilirubin levels || Bilirubin levels (Direct bilirubin) || Bilirubin levels (Total bilirubin) || Bilirubin levels (Indirect bilirubin),,2,234672639.0,"UGT1A8, etc.",rs6742078,23076.0,5602.0,1620.0,"Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent",0.3162,0.1599,9.760999999999998e-81,0.1599,3.644999999999999e-94,0.1578,6.177e-46,0.11199999999999999,1.0709999999999997e-182,0.2161,4.948000000000001e-16,0.55,5.0999999999999994e-42,2.29,3.288999999999998e-266,LiverPanel,BILIRUBIN TOTAL BLOOD,rs6742078,TBil,Disorders of bilirubin excretion,Bilirubin levels (Total bilirubin)
657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rs2417940,TBil,Disorders of bilirubin excretion,Bilirubin levels (Total bilirubin)
659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rs4148323,TBil,Disorders of bilirubin excretion,Bilirubin levels Conditional on rs11891311
660,rs887829,TBil,ever_high,3.041999999999998e-267,2.291,Bilirubin levels || Metabolite levels (Bilirubin) || Cholelithiasis-related traits in sickle cell anemia || Metabolic traits (SM-4 + 74 other traits),,2,234668570.0,"UGT1A8, etc.",rs887829,23076.0,5602.0,1620.0,"Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent",0.317,0.1599,7.256999999999999e-81,0.16,2.0349999999999995e-94,0.1573,9.751e-46,0.1122,2.589999999999999e-183,0.2145,7.785e-16,0.55,7.354e-42,2.29,3.041999999999998e-267,LiverPanel,BILIRUBIN TOTAL BLOOD,rs887829,TBil,Disorders of bilirubin excretion,Metabolite levels (Bilirubin)
661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rs17532515,TBil,Disorders of bilirubin excretion,Select biomarker traits (Bilirubin)
662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rs1800562,TIBC,Disorders of iron metabolism,Iron status biomarkers (Total iorn-binding capacity)
663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rs2698530,TIBC,Disorders of iron metabolism,Iron status biomarkers (Total iron-binding capacity)
664,rs3811647,TIBC,median,1.0920000000000001e-44,22.98,Iron status biomarkers (Unsaturated iron-binding capacity) || Iron status biomarkers (serum transferrin) || Iron levels (transferrin) || Iron status biomarkers (Total iron-binding capacity) || Alcohol consumption (transferrin glycosylation) (Total transferrin) || Hepcidin levels (Tf),Alcohol consumption (transferrin glycosylation) (CDT percent) || Iron status biomarkers (serum transferrin) || Alcohol consumption (transferrin glycosylation) (CDT concentration) || Alcohol consumption (transferrin glycosylation) (Total transferrin) || Hepcidin levels (Tf) || Iron levels (transferrin) || Iron status biomarkers (Total iron-binding capacity) || Iron status biomarkers (Unsaturated iron-binding capacity),3,133484029.0,TF,rs3811647,5318.0,487.0,1651.0,Silent,0.3441,22.84,1.1930000000000001e-44,22.98,1.0920000000000001e-44,23.89,8.478999999999999e-41,22.21,3.3359999999999997e-37,23.69,7.03e-39,0.69,7.887000000000001e-16,1.84,4.283e-18,RoutChems,TIBC BLOOD,rs3811647,TIBC,Disorders of iron metabolism,Iron status biomarkers (Total iron-binding capacity)
